Date,Employee_Name,unit_code,product_name,Số lượng xuất,province
2024-03-24,Vũ Bảo Trần,công ty cổ phần XYZ,đèn bàn học,32,Hà Nội
2024-09-11,Dương Hoàng,công ty TNHH ABC,đèn LED âm trần,10,Cần Thơ
2024-07-27,Chị Lan Bùi,công ty cổ phần XYZ,đèn cảm ứng,55,Hà Nội
2024-12-25,Bác Thành Trần,công ty cổ phần XYZ,đèn bàn học,32,TP Hồ Chí Minh
2024-11-20,Ông Tùng Mai,công ty TNHH ABC,đèn bàn học,17,Hà Nội
2024-07-25,Nhật Bùi,công ty TNHH Một Thành Viên 123,đèn LED tròn,71,Cần Thơ
2024-08-01,Tùng Mai,công ty cổ phần XYZ,đèn LED tròn,36,Hà Nội
2024-09-29,Quý cô Ánh Trần,công ty cổ phần XYZ,đèn bàn học,56,Đà Nẵng
2024-06-26,Nhiên Phạm,công ty TNHH Một Thành Viên 123,đèn LED âm trần,71,Đà Nẵng
2024-02-03,Hải Quang Nguyễn,công ty TNHH Một Thành Viên 123,đèn LED tròn,13,TP Hồ Chí Minh
2025-01-20,Bà Duyên Bùi,công ty TNHH Một Thành Viên 123,đèn bàn học,97,Cần Thơ
2024-10-31,Thành Thị Vũ,công ty cổ phần XYZ,đèn LED tròn,41,TP Hồ Chí Minh
2024-06-22,Ông Khoa Phạm,công ty TNHH Một Thành Viên 123,đèn cảm ứng,96,TP Hồ Chí Minh
2024-02-27,Quý ông Nhiên Hoàng,công ty TNHH ABC,đèn cảm ứng,8,TP Hồ Chí Minh
2025-01-30,Duyên Bùi,công ty TNHH ABC,đèn LED âm trần,98,Hà Nội
2024-04-07,Bác Quang Nguyễn,công ty TNHH Một Thành Viên 123,đèn bàn học,59,Hà Nội
2024-01-31,Quý ông Châu Bùi,công ty cổ phần XYZ,đèn LED tròn,99,TP Hồ Chí Minh
2024-02-18,Quý ông Bảo Đặng,công ty TNHH Một Thành Viên 123,đèn bàn học,76,Đà Nẵng
2024-08-16,Tú Bùi,công ty TNHH ABC,đèn LED âm trần,39,Hà Nội
2024-03-22,Hương Dương,công ty cổ phần XYZ,đèn cảm ứng,14,Hà Nội
2024-06-07,Hương Phạm,công ty TNHH Một Thành Viên 123,đèn LED âm trần,17,Cần Thơ
2024-06-19,Bảo Mai,công ty cổ phần XYZ,đèn cảm ứng,36,Đà Nẵng
2024-05-14,An Đặng,công ty TNHH ABC,đèn LED tròn,51,TP Hồ Chí Minh
2024-03-29,Hoàng Đặng,công ty TNHH Một Thành Viên 123,đèn LED tròn,60,Cần Thơ
2024-02-13,Hồng Dương,công ty TNHH Một Thành Viên 123,đèn LED tròn,16,Cần Thơ
2024-09-12,Châu Dương,công ty cổ phần XYZ,đèn cảm ứng,73,Hà Nội
2024-02-01,Quý ông Hưng Hoàng,công ty cổ phần XYZ,đèn LED âm trần,50,Cần Thơ
2024-06-21,Nhật Hải Đặng,công ty TNHH ABC,đèn LED âm trần,84,Cần Thơ
2025-02-09,Quý ông Huy Hoàng,công ty TNHH ABC,đèn bàn học,89,Cần Thơ
2024-11-30,Bảo Thế Phạm,công ty TNHH Một Thành Viên 123,đèn bàn học,58,Cần Thơ
2025-01-21,Quý ông Tùng Nguyễn,công ty TNHH ABC,đèn LED âm trần,97,Cần Thơ
2024-10-27,Lâm Thế Trần,công ty TNHH Một Thành Viên 123,đèn bàn học,27,Cần Thơ
2024-04-13,Bà Xuân Đặng,công ty cổ phần XYZ,đèn bàn học,57,Hà Nội
2024-09-29,Chị Yến Nguyễn,công ty TNHH ABC,đèn bàn học,92,Đà Nẵng
2024-09-10,Kim Quang Bùi,công ty TNHH ABC,đèn cảm ứng,94,Cần Thơ
2024-02-14,Vi Phạm,công ty TNHH ABC,đèn LED tròn,85,Hà Nội
2025-03-28,Vân Đặng,công ty TNHH Một Thành Viên 123,đèn cảm ứng,37,Hà Nội
2024-02-20,Quý ông Phúc Đặng,công ty TNHH Một Thành Viên 123,đèn cảm ứng,66,Hà Nội
2024-12-21,Nhật Xuân Hoàng,công ty TNHH Một Thành Viên 123,đèn cảm ứng,20,Đà Nẵng
2024-05-01,Châu Vũ,công ty TNHH ABC,đèn bàn học,3,Cần Thơ
2024-06-29,Anh Minh Phạm,công ty TNHH Một Thành Viên 123,đèn LED âm trần,66,Cần Thơ
2024-08-15,Mai Mai,công ty TNHH Một Thành Viên 123,đèn bàn học,58,TP Hồ Chí Minh
2024-07-07,Quý ông Hoàng Hoàng,công ty TNHH ABC,đèn cảm ứng,81,Cần Thơ
2024-02-22,Cô Xuân Mai,công ty TNHH ABC,đèn cảm ứng,19,Cần Thơ
2024-07-22,Phúc Hoàng Nguyễn,công ty cổ phần XYZ,đèn cảm ứng,23,Cần Thơ
2024-08-21,An Vũ,công ty TNHH ABC,đèn LED tròn,93,Đà Nẵng
2024-05-09,Hà Hoàng,công ty TNHH ABC,đèn cảm ứng,83,Cần Thơ
2024-12-11,Hồng Phạm,công ty TNHH ABC,đèn LED tròn,54,Đà Nẵng
2024-04-04,Hải Hữu Lê,công ty TNHH ABC,đèn bàn học,18,Hà Nội
2024-01-08,Dũng Tấn Bùi,công ty cổ phần XYZ,đèn LED tròn,57,Cần Thơ
2024-08-09,Hà Trần,công ty cổ phần XYZ,đèn cảm ứng,20,Hà Nội
2024-02-19,Lan Đặng,công ty TNHH ABC,đèn cảm ứng,19,TP Hồ Chí Minh
2024-01-19,Bảo Vũ,công ty TNHH ABC,đèn LED tròn,82,Cần Thơ
2024-01-27,Hoàng Đức Dương,công ty cổ phần XYZ,đèn bàn học,45,TP Hồ Chí Minh
2024-10-29,Hải Mai,công ty TNHH ABC,đèn cảm ứng,31,TP Hồ Chí Minh
2024-09-20,Hưng Dương,công ty cổ phần XYZ,đèn bàn học,19,Cần Thơ
2024-05-04,Quý cô Khoa Phạm,công ty TNHH Một Thành Viên 123,đèn LED tròn,53,Cần Thơ
2024-12-17,Quý cô Hồng Dương,công ty TNHH ABC,đèn LED âm trần,39,Cần Thơ
2024-10-04,Khoa Trần,công ty TNHH ABC,đèn cảm ứng,92,Cần Thơ
2025-03-27,Hưng Phú Đặng,công ty TNHH ABC,đèn LED tròn,93,Cần Thơ
2024-02-02,Trung Dương,công ty TNHH Một Thành Viên 123,đèn cảm ứng,45,Cần Thơ
2024-10-29,Hà Hữu Nguyễn,công ty cổ phần XYZ,đèn bàn học,76,Hà Nội
2024-03-03,Yến Trần,công ty TNHH ABC,đèn cảm ứng,57,TP Hồ Chí Minh
2024-02-10,Quang Nguyễn,công ty TNHH ABC,đèn LED tròn,36,Cần Thơ
2024-03-26,An Đức Hoàng,công ty TNHH ABC,đèn LED âm trần,77,Hà Nội
2024-08-19,Bảo Bảo Lê,công ty cổ phần XYZ,đèn cảm ứng,68,TP Hồ Chí Minh
2025-04-10,Linh Vũ,công ty TNHH Một Thành Viên 123,đèn cảm ứng,88,Cần Thơ
2024-06-02,Cô Lâm Lê,công ty TNHH Một Thành Viên 123,đèn LED âm trần,92,Cần Thơ
2024-07-30,Lâm Văn Phạm,công ty TNHH Một Thành Viên 123,đèn cảm ứng,77,Hà Nội
2024-05-31,Bảo Nguyễn,công ty TNHH Một Thành Viên 123,đèn LED tròn,63,Đà Nẵng
2024-06-04,Tùng Văn Phạm,công ty cổ phần XYZ,đèn cảm ứng,59,TP Hồ Chí Minh
2025-02-27,Hồng Trần,công ty cổ phần XYZ,đèn LED âm trần,13,Đà Nẵng
2025-01-14,Cô Nhật Mai,công ty TNHH Một Thành Viên 123,đèn cảm ứng,14,TP Hồ Chí Minh
2024-03-14,Trung Phạm,công ty TNHH Một Thành Viên 123,đèn LED tròn,71,TP Hồ Chí Minh
2024-11-30,Cô Duyên Phạm,công ty TNHH ABC,đèn LED âm trần,16,Đà Nẵng
2024-05-21,Nhật Tấn Nguyễn,công ty TNHH ABC,đèn cảm ứng,66,Đà Nẵng
2025-02-08,Dũng Lê,công ty cổ phần XYZ,đèn LED âm trần,96,Cần Thơ
2024-12-09,Quý cô Thành Phạm,công ty cổ phần XYZ,đèn bàn học,17,Hà Nội
2024-08-21,Hà Mai Trần,công ty TNHH ABC,đèn LED tròn,81,Hà Nội
2024-09-13,Bà Nhật Đặng,công ty TNHH Một Thành Viên 123,đèn cảm ứng,43,Cần Thơ
2025-03-07,Cô Hương Bùi,công ty cổ phần XYZ,đèn LED tròn,13,Cần Thơ
2024-01-13,Hải Hải Trần,công ty TNHH Một Thành Viên 123,đèn cảm ứng,68,TP Hồ Chí Minh
2024-06-05,Nhiên Đặng,công ty TNHH ABC,đèn LED âm trần,30,Hà Nội
2024-01-27,Châu Tấn Nguyễn,công ty TNHH ABC,đèn LED âm trần,10,Đà Nẵng
2024-12-22,Hải Lê,công ty cổ phần XYZ,đèn bàn học,26,Cần Thơ
2024-01-20,Khoa Lê,công ty TNHH Một Thành Viên 123,đèn bàn học,55,Đà Nẵng
2024-06-26,Quang Hoàng,công ty cổ phần XYZ,đèn cảm ứng,58,Cần Thơ
2024-06-01,Yến Mai,công ty TNHH ABC,đèn cảm ứng,98,Cần Thơ
2024-02-24,Cô Hồng Lê,công ty TNHH ABC,đèn LED tròn,38,TP Hồ Chí Minh
2025-03-08,Lan Trần,công ty TNHH ABC,đèn LED âm trần,31,TP Hồ Chí Minh
2024-10-06,Chị Hạnh Phạm,công ty TNHH Một Thành Viên 123,đèn cảm ứng,83,Đà Nẵng
2024-02-08,Quang Xuân Trần,công ty TNHH Một Thành Viên 123,đèn cảm ứng,59,TP Hồ Chí Minh
2024-01-10,Bà Duyên Phạm,công ty TNHH Một Thành Viên 123,đèn LED tròn,35,Đà Nẵng
2024-08-18,Trung Vũ,công ty cổ phần XYZ,đèn LED tròn,63,Cần Thơ
2024-10-17,Bảo Lê,công ty cổ phần XYZ,đèn LED tròn,89,TP Hồ Chí Minh
2024-06-21,Quý cô Linh Hoàng,công ty TNHH ABC,đèn bàn học,73,Đà Nẵng
2025-03-04,Nhật Vũ,công ty cổ phần XYZ,đèn bàn học,100,Đà Nẵng
2024-04-04,Linh Dương,công ty TNHH Một Thành Viên 123,đèn bàn học,47,Hà Nội
2025-01-31,Xuân Bùi,công ty cổ phần XYZ,đèn LED tròn,94,Đà Nẵng
2024-04-06,Anh Huy Dương,công ty TNHH ABC,đèn cảm ứng,36,Cần Thơ
2024-08-31,Ánh Lê,công ty TNHH ABC,đèn cảm ứng,31,TP Hồ Chí Minh
2024-08-31,Chị Bảo Lê,công ty TNHH Một Thành Viên 123,đèn LED âm trần,52,Hà Nội
2024-12-04,Phương Nguyễn,công ty TNHH Một Thành Viên 123,đèn cảm ứng,17,Cần Thơ
2024-11-06,Quang Thế Bùi,công ty TNHH Một Thành Viên 123,đèn LED âm trần,2,Hà Nội
2024-12-03,Bà Vân Mai,công ty TNHH Một Thành Viên 123,đèn LED âm trần,86,Hà Nội
2024-01-16,Tú Thế Phạm,công ty cổ phần XYZ,đèn cảm ứng,42,TP Hồ Chí Minh
2024-04-12,Ông Anh Phạm,công ty TNHH ABC,đèn bàn học,10,TP Hồ Chí Minh
2024-06-26,Hạnh Hoàng,công ty TNHH Một Thành Viên 123,đèn LED âm trần,16,TP Hồ Chí Minh
2024-06-03,Kim Mai Bảo Dương,công ty cổ phần XYZ,đèn LED âm trần,45,Hà Nội
2025-02-18,Lâm Hữu Lê,công ty TNHH ABC,đèn LED tròn,44,Đà Nẵng
2024-10-05,Nhật Mai,công ty TNHH Một Thành Viên 123,đèn bàn học,34,Hà Nội
2024-03-07,Cô Vi Mai,công ty TNHH ABC,đèn LED âm trần,58,TP Hồ Chí Minh
2024-01-06,Ông Nhiên Đặng,công ty TNHH Một Thành Viên 123,đèn bàn học,12,Đà Nẵng
2025-01-19,Nam Phạm,công ty TNHH Một Thành Viên 123,đèn bàn học,61,TP Hồ Chí Minh
2024-07-14,Hạnh Hoàng Phạm,công ty cổ phần XYZ,đèn LED tròn,81,Đà Nẵng
2024-07-06,Chị Khoa Bùi,công ty cổ phần XYZ,đèn cảm ứng,86,Cần Thơ
2024-01-04,Hưng Đức Vũ,công ty cổ phần XYZ,đèn cảm ứng,50,Đà Nẵng
2024-12-06,Quý cô Linh Mai,công ty TNHH Một Thành Viên 123,đèn LED âm trần,82,TP Hồ Chí Minh
2024-03-10,Ông Quang Hoàng,công ty TNHH Một Thành Viên 123,đèn LED âm trần,38,Cần Thơ
2024-12-23,Anh Tùng Phạm,công ty TNHH Một Thành Viên 123,đèn bàn học,32,Cần Thơ
2024-11-19,Linh Nguyễn,công ty TNHH ABC,đèn LED tròn,55,Đà Nẵng
2024-07-08,Hồng Vũ,công ty cổ phần XYZ,đèn bàn học,8,Đà Nẵng
2024-08-26,Thành Vũ,công ty TNHH ABC,đèn LED tròn,13,Cần Thơ
2025-03-13,Bà Hà Dương,công ty cổ phần XYZ,đèn LED tròn,76,Đà Nẵng
2024-08-08,Minh Trần,công ty TNHH ABC,đèn LED tròn,53,Cần Thơ
2024-07-02,Quý ông Vũ Nguyễn,công ty TNHH ABC,đèn LED tròn,64,Cần Thơ
2024-08-09,Châu Mai,công ty TNHH ABC,đèn cảm ứng,63,Cần Thơ
2024-06-15,Chị Chi Trần,công ty TNHH ABC,đèn bàn học,40,TP Hồ Chí Minh
2024-02-02,Minh Thế Vũ,công ty TNHH ABC,đèn bàn học,2,Đà Nẵng
2025-02-06,Hương Lê,công ty TNHH ABC,đèn LED tròn,57,TP Hồ Chí Minh
2024-11-07,Chị Kim Bùi,công ty TNHH Một Thành Viên 123,đèn LED âm trần,13,Cần Thơ
2024-08-23,Cô Dương Bùi,công ty TNHH ABC,đèn cảm ứng,69,TP Hồ Chí Minh
2024-12-20,Ông Bảo Mai,công ty TNHH Một Thành Viên 123,đèn cảm ứng,13,TP Hồ Chí Minh
2024-03-05,An Trần,công ty TNHH Một Thành Viên 123,đèn cảm ứng,48,Cần Thơ
2025-03-08,Nhật Vũ,công ty TNHH Một Thành Viên 123,đèn LED âm trần,78,TP Hồ Chí Minh
2024-03-29,Bác Phúc Lê,công ty TNHH Một Thành Viên 123,đèn LED tròn,27,TP Hồ Chí Minh
2024-04-19,Chị Lan Bùi,công ty TNHH ABC,đèn LED tròn,71,Cần Thơ
2024-08-19,Cô Bảo Hoàng,công ty TNHH ABC,đèn LED tròn,65,Cần Thơ
2024-04-24,Chị Vi Lê,công ty TNHH ABC,đèn cảm ứng,74,Đà Nẵng
2024-01-21,Quý cô Nhật Đặng,công ty TNHH Một Thành Viên 123,đèn LED âm trần,1,Hà Nội
2024-02-02,An Phạm,công ty cổ phần XYZ,đèn LED âm trần,1,Hà Nội
2025-01-04,Hạnh Xuân Trần,công ty cổ phần XYZ,đèn LED âm trần,21,Hà Nội
2025-02-10,Bà Lâm Trần,công ty cổ phần XYZ,đèn LED tròn,3,Đà Nẵng
2024-01-06,Bác Tú Nguyễn,công ty TNHH ABC,đèn bàn học,87,TP Hồ Chí Minh
2024-06-24,Hà Tấn Phạm,công ty cổ phần XYZ,đèn cảm ứng,1,Hà Nội
2025-02-23,Tú Đặng,công ty cổ phần XYZ,đèn LED âm trần,28,Đà Nẵng
2024-01-16,Chị Chi Đặng,công ty TNHH ABC,đèn LED âm trần,69,TP Hồ Chí Minh
2024-03-19,Huy Lê,công ty TNHH ABC,đèn LED tròn,54,TP Hồ Chí Minh
2024-01-31,Quý cô Nhật Phạm,công ty TNHH ABC,đèn LED tròn,90,TP Hồ Chí Minh
2024-06-10,Chị Mai Hoàng,công ty TNHH Một Thành Viên 123,đèn LED tròn,39,Đà Nẵng
2024-01-22,Trọng Bùi,công ty TNHH ABC,đèn bàn học,6,Hà Nội
2024-09-05,Bác Bảo Nguyễn,công ty TNHH ABC,đèn bàn học,4,Đà Nẵng
2025-04-09,Anh Châu Dương,công ty cổ phần XYZ,đèn LED tròn,24,Đà Nẵng
2024-04-04,Hải Hữu Lê,công ty TNHH ABC,đèn bàn học,20,Cần Thơ
2024-03-21,Quang Tấn Hoàng,công ty TNHH Một Thành Viên 123,đèn LED âm trần,76,Cần Thơ
2024-05-16,Khoa Tấn Mai,công ty cổ phần XYZ,đèn cảm ứng,32,Hà Nội
2024-01-14,Anh Tùng Đặng,công ty TNHH ABC,đèn cảm ứng,15,TP Hồ Chí Minh
2024-08-02,Ngọc Trần,công ty TNHH Một Thành Viên 123,đèn LED âm trần,52,Hà Nội
2024-04-03,Thảo Hoàng,công ty TNHH ABC,đèn cảm ứng,45,Hà Nội
2024-10-22,Ông Trung Vũ,công ty TNHH ABC,đèn LED tròn,7,TP Hồ Chí Minh
2025-03-20,Trọng Đức Đặng,công ty TNHH ABC,đèn LED tròn,46,Đà Nẵng
2024-08-08,Hồng Lê,công ty TNHH Một Thành Viên 123,đèn bàn học,71,Đà Nẵng
2024-08-07,Chị Yến Mai,công ty TNHH ABC,đèn LED âm trần,14,TP Hồ Chí Minh
2024-02-11,Châu Mai,công ty TNHH ABC,đèn LED âm trần,4,Cần Thơ
2024-05-23,Kim Phạm,công ty cổ phần XYZ,đèn LED tròn,62,Hà Nội
2024-04-24,Quý cô Duyên Dương,công ty TNHH ABC,đèn LED âm trần,93,Cần Thơ
2024-02-27,Trọng Bảo Trần,công ty cổ phần XYZ,đèn LED âm trần,4,Hà Nội
2024-03-13,Kim Đức Đặng,công ty cổ phần XYZ,đèn LED tròn,50,Hà Nội
2024-11-18,Lan Mai,công ty TNHH ABC,đèn cảm ứng,51,Hà Nội
2024-04-24,Duyên Trần,công ty cổ phần XYZ,đèn cảm ứng,79,Cần Thơ
2024-09-26,Cô Bảo Trần,công ty TNHH ABC,đèn LED tròn,88,Cần Thơ
2025-03-29,Phúc Đức Dương,công ty TNHH ABC,đèn bàn học,95,Hà Nội
2024-05-29,Thành Mai,công ty TNHH ABC,đèn bàn học,85,Đà Nẵng
2025-02-13,Quý cô Hải Bùi,công ty cổ phần XYZ,đèn bàn học,38,Đà Nẵng
2024-12-20,Huy Văn Trần,công ty TNHH ABC,đèn bàn học,42,Cần Thơ
2025-02-16,Quý cô Hà Bùi,công ty TNHH ABC,đèn bàn học,42,Hà Nội
2024-08-08,Bà Hà Phạm,công ty TNHH ABC,đèn bàn học,68,Hà Nội
2024-05-13,Nhiên Bùi,công ty cổ phần XYZ,đèn LED tròn,55,Cần Thơ
2024-10-03,Anh Lê,công ty TNHH Một Thành Viên 123,đèn cảm ứng,16,TP Hồ Chí Minh
2024-02-24,Cô Hà Vũ,công ty TNHH Một Thành Viên 123,đèn LED tròn,7,Đà Nẵng
2024-04-12,Hương Hoàng,công ty TNHH ABC,đèn LED tròn,83,Cần Thơ
2024-05-31,Kim Xuân Mai,công ty cổ phần XYZ,đèn LED âm trần,36,Cần Thơ
2024-11-05,Cô Linh Dương,công ty TNHH ABC,đèn bàn học,22,Cần Thơ
2024-05-20,Trung Mai Bảo Hoàng,công ty TNHH Một Thành Viên 123,đèn bàn học,76,Cần Thơ
2024-06-03,Phương Thế Bùi,công ty TNHH ABC,đèn LED tròn,15,Hà Nội
2024-05-03,Thành Mai,công ty TNHH ABC,đèn bàn học,71,TP Hồ Chí Minh
2024-11-11,An Vũ,công ty TNHH Một Thành Viên 123,đèn LED tròn,81,Cần Thơ
2024-02-13,Dũng Đặng,công ty TNHH ABC,đèn LED tròn,40,Đà Nẵng
2024-07-22,Anh Vũ Trần,công ty cổ phần XYZ,đèn LED âm trần,70,Cần Thơ
2024-05-16,Anh Bùi,công ty TNHH ABC,đèn cảm ứng,40,Cần Thơ
2024-02-22,Nhật Nguyễn,công ty TNHH ABC,đèn bàn học,47,Đà Nẵng
2024-03-04,Nhật Hoàng,công ty cổ phần XYZ,đèn LED tròn,30,Đà Nẵng
2024-04-19,Ngọc Lê,công ty TNHH Một Thành Viên 123,đèn bàn học,65,Hà Nội
2024-04-26,Lâm Tấn Mai,công ty cổ phần XYZ,đèn LED tròn,72,Cần Thơ
2024-03-13,Chị Phương Mai,công ty cổ phần XYZ,đèn cảm ứng,5,TP Hồ Chí Minh
2024-11-23,Mai Bùi,công ty TNHH ABC,đèn LED âm trần,55,Hà Nội
2024-04-26,Dũng Văn Đặng,công ty TNHH Một Thành Viên 123,đèn LED âm trần,16,Hà Nội
2025-02-12,Bà Dương Trần,công ty cổ phần XYZ,đèn LED tròn,94,Cần Thơ
2024-04-25,Dũng Mai Phạm,công ty TNHH Một Thành Viên 123,đèn cảm ứng,84,Cần Thơ
2025-04-08,Yến Bùi,công ty cổ phần XYZ,đèn LED âm trần,8,Cần Thơ
2025-01-13,Khoa Dương,công ty cổ phần XYZ,đèn LED tròn,6,Hà Nội
2024-11-11,Cô Yến Nguyễn,công ty cổ phần XYZ,đèn LED tròn,72,Hà Nội
2024-07-10,Hồng Vũ,công ty TNHH ABC,đèn LED tròn,94,Cần Thơ
2024-05-03,Bác Bảo Đặng,công ty TNHH Một Thành Viên 123,đèn bàn học,47,Cần Thơ
2024-06-08,Yến Đặng,công ty TNHH Một Thành Viên 123,đèn cảm ứng,58,TP Hồ Chí Minh
2024-09-04,Thành Đức Dương,công ty TNHH Một Thành Viên 123,đèn bàn học,7,Cần Thơ
2024-07-19,Vân Mai,công ty TNHH Một Thành Viên 123,đèn bàn học,85,Đà Nẵng
2025-01-21,Thành Hữu Vũ,công ty TNHH Một Thành Viên 123,đèn LED tròn,32,Hà Nội
2024-09-12,Khoa Trần,công ty TNHH Một Thành Viên 123,đèn LED âm trần,31,Hà Nội
2024-04-06,Hạnh Nguyễn,công ty cổ phần XYZ,đèn bàn học,95,TP Hồ Chí Minh
2024-03-31,Chị Hương Vũ,công ty cổ phần XYZ,đèn bàn học,39,Cần Thơ
2024-04-30,Bác Nam Đặng,công ty TNHH ABC,đèn LED âm trần,17,Cần Thơ
2024-01-23,Ánh Hoàng,công ty cổ phần XYZ,đèn LED âm trần,85,Đà Nẵng
2024-05-22,Thành Đặng,công ty cổ phần XYZ,đèn bàn học,58,Đà Nẵng
2024-06-13,Kim Mai,công ty cổ phần XYZ,đèn LED tròn,84,TP Hồ Chí Minh
2025-01-28,Bảo Bùi,công ty TNHH Một Thành Viên 123,đèn LED tròn,78,Hà Nội
2024-09-09,Bảo Hoàng Hoàng,công ty TNHH ABC,đèn bàn học,50,Đà Nẵng
2024-09-23,Bà Thành Vũ,công ty cổ phần XYZ,đèn LED tròn,75,Hà Nội
2024-12-31,Quý ông Tùng Lê,công ty TNHH ABC,đèn bàn học,45,Đà Nẵng
2024-12-08,Thảo Đặng,công ty TNHH Một Thành Viên 123,đèn cảm ứng,96,TP Hồ Chí Minh
2024-10-09,Thành Mai Bảo Mai,công ty TNHH Một Thành Viên 123,đèn LED âm trần,5,TP Hồ Chí Minh
2024-09-23,Bác Hoàng Nguyễn,công ty cổ phần XYZ,đèn LED âm trần,7,TP Hồ Chí Minh
2024-06-08,Dũng Mai,công ty TNHH ABC,đèn LED tròn,40,Cần Thơ
2025-03-09,Thảo Nguyễn,công ty TNHH Một Thành Viên 123,đèn cảm ứng,63,TP Hồ Chí Minh
2024-12-11,Hải Bảo Trần,công ty cổ phần XYZ,đèn cảm ứng,11,TP Hồ Chí Minh
2024-04-09,Bà Bảo Hoàng,công ty TNHH ABC,đèn LED tròn,24,Hà Nội
2024-04-27,Khoa Hoàng Bùi,công ty TNHH ABC,đèn LED tròn,88,Hà Nội
2024-10-04,Thành Nguyễn,công ty TNHH Một Thành Viên 123,đèn LED tròn,58,TP Hồ Chí Minh
2024-05-16,Bà Vi Đặng,công ty TNHH ABC,đèn LED tròn,69,TP Hồ Chí Minh
2025-04-09,Bác Châu Đặng,công ty TNHH Một Thành Viên 123,đèn LED âm trần,37,Cần Thơ
2024-08-10,Chi Đặng,công ty TNHH Một Thành Viên 123,đèn LED âm trần,14,Đà Nẵng
2024-03-04,Lâm Trần,công ty cổ phần XYZ,đèn cảm ứng,3,TP Hồ Chí Minh
2024-04-07,Chị Bảo Hoàng,công ty TNHH ABC,đèn bàn học,20,Hà Nội
2024-01-23,Châu Nguyễn,công ty cổ phần XYZ,đèn cảm ứng,58,Đà Nẵng
2024-04-01,Quý ông Hưng Đặng,công ty cổ phần XYZ,đèn LED tròn,90,TP Hồ Chí Minh
2024-04-17,Bảo Mai,công ty TNHH Một Thành Viên 123,đèn LED âm trần,63,Cần Thơ
2024-07-30,Hạnh Hoàng,công ty TNHH Một Thành Viên 123,đèn LED tròn,4,Hà Nội
2025-02-14,Hưng Nguyễn,công ty cổ phần XYZ,đèn cảm ứng,44,Cần Thơ
2024-04-13,Hưng Đặng,công ty cổ phần XYZ,đèn cảm ứng,87,TP Hồ Chí Minh
2024-06-24,Trọng Tấn Nguyễn,công ty cổ phần XYZ,đèn LED tròn,65,Cần Thơ
2025-02-14,Quý cô Hương Vũ,công ty cổ phần XYZ,đèn cảm ứng,84,Hà Nội
2024-02-26,Cô Dương Mai,công ty cổ phần XYZ,đèn cảm ứng,41,TP Hồ Chí Minh
2024-07-19,Quý cô Xuân Nguyễn,công ty cổ phần XYZ,đèn LED âm trần,8,Đà Nẵng
2024-03-27,Quý ông Phúc Bùi,công ty TNHH ABC,đèn LED tròn,69,Cần Thơ
2025-04-05,Khoa Thế Lê,công ty TNHH Một Thành Viên 123,đèn cảm ứng,81,TP Hồ Chí Minh
2024-02-24,Nhật Phạm,công ty TNHH Một Thành Viên 123,đèn bàn học,95,TP Hồ Chí Minh
2024-01-23,Chị Linh Hoàng,công ty TNHH ABC,đèn LED âm trần,43,TP Hồ Chí Minh
2025-04-01,Tùng Mai,công ty TNHH ABC,đèn LED âm trần,90,Cần Thơ
2024-01-22,Nhật Phạm,công ty TNHH Một Thành Viên 123,đèn LED âm trần,32,Cần Thơ
2024-12-29,Hạnh Vũ,công ty cổ phần XYZ,đèn LED tròn,90,Hà Nội
2024-10-09,Châu Trần,công ty TNHH ABC,đèn LED tròn,90,Đà Nẵng
2024-03-19,Vũ Dương,công ty TNHH Một Thành Viên 123,đèn bàn học,34,Cần Thơ
2024-04-03,Kim Thế Vũ,công ty cổ phần XYZ,đèn LED âm trần,1,Hà Nội
2024-06-18,Lâm Hữu Đặng,công ty cổ phần XYZ,đèn bàn học,51,TP Hồ Chí Minh
2024-11-09,Chị Phương Nguyễn,công ty TNHH Một Thành Viên 123,đèn cảm ứng,13,TP Hồ Chí Minh
2025-03-28,Xuân Nguyễn,công ty cổ phần XYZ,đèn LED âm trần,6,TP Hồ Chí Minh
2024-07-07,Dương Phạm,công ty TNHH ABC,đèn cảm ứng,77,Cần Thơ
2024-09-04,Mai Hoàng,công ty TNHH Một Thành Viên 123,đèn LED tròn,57,Đà Nẵng
2025-02-28,Nhật Tấn Trần,công ty TNHH Một Thành Viên 123,đèn LED tròn,19,TP Hồ Chí Minh
2024-05-28,Quý cô Nhật Bùi,công ty TNHH ABC,đèn cảm ứng,14,Hà Nội
2024-07-29,Quý cô Nhật Phạm,công ty TNHH Một Thành Viên 123,đèn LED tròn,12,Hà Nội
2024-12-04,Anh Mai,công ty TNHH Một Thành Viên 123,đèn LED âm trần,82,TP Hồ Chí Minh
2025-03-23,Vũ Đặng,công ty TNHH ABC,đèn LED tròn,86,TP Hồ Chí Minh
2024-06-05,Phương Bùi,công ty TNHH ABC,đèn LED tròn,56,Hà Nội
2024-11-08,Hải Dương,công ty TNHH Một Thành Viên 123,đèn LED âm trần,9,Đà Nẵng
2024-01-20,Minh Hải Phạm,công ty TNHH ABC,đèn LED tròn,81,TP Hồ Chí Minh
2024-03-08,Bảo Trần,công ty TNHH Một Thành Viên 123,đèn LED âm trần,99,Hà Nội
2024-02-26,Châu Lê,công ty cổ phần XYZ,đèn LED tròn,79,Cần Thơ
2024-10-14,Thảo Nguyễn,công ty TNHH Một Thành Viên 123,đèn cảm ứng,10,TP Hồ Chí Minh
